Servername,host availability %,Status 
slb24799.srv.allianz,100,
slb23092.srv.allianz (Sahara TST),100,
slb11061.srv.allianz,100,
sla97249.srv.allianz,100,
sla95734.srv.allianz,100,
sla94191.srv.allianz,100,
sla93870.srv.allianz,100,
sla93691.srv.allianz,100,
sla93596.srv.allianz,100,
sla93289.srv.allianz,100,
sla93170.srv.allianz,100,
sla92918.srv.allianz,100,
sla92773.srv.allianz,100,
sla92286.srv.allianz,100,
sla89433.srv.allianz,100,
sla89338.srv.allianz,100,
sla89336.srv.allianz,100,
sla88241.srv.allianz,100,
sla86501.srv.allianz,100,
sla81810.srv.allianz,100,
sla81762.srv.allianz,100,
sla81706.srv.allianz,100,
sla81431.srv.allianz,100,
sla80504.srv.allianz,100,
sla80496.srv.allianz,100,
sla80229.srv.allianz,100,
sla31343.srv.allianz,100,
sla31342.srv.allianz,100,
sla30053.srv.allianz,100,
sla30051.srv.allianz,100,
sla30049.srv.allianz,100,
sla08154.srv.allianz,100,
qs84112 - its_ciam-cts-rect,100,
qs84111 - its_ciam-us-rect,100,
qs84110 - its_ciam-amcs-rect,100,
qs84059 - its_ciam-ps-rect,100,
